합체,형태소,품사,분류,카운트,상대빈도,시각화용,,
유럽_Noun,유럽,Noun,비비큐 After,2,0.00%,유럽 유럽 ,,
유령_Noun,유령,Noun,비비큐 After,1,0.00%,유령 ,,
유료_Noun,유료,Noun,비비큐 After,4,0.00%,유료 유료 유료 유료 ,,
유리_Noun,유리,Noun,비비큐 After,3,0.00%,유리 유리 유리 ,,
유림_Noun,유림,Noun,비비큐 After,1,0.00%,유림 ,,
유링_Noun,유링,Noun,비비큐 After,1,0.00%,유링 ,,
유머_Noun,유머,Noun,비비큐 After,6,0.00%,유머 유머 유머 유머 유머 유머 ,,
유머러스하시다_Adjective,유머러스하시다,Adjective,비비큐 After,2,0.00%,유머러스하시다 유머러스하시다 ,,
유명_Noun,유명,Noun,비비큐 After,12,0.01%,유명 유명 유명 유명 유명 유명 유명 유명 유명 유명 유명 유명 ,,
유명한_Adjective,유명한,Adjective,비비큐 After,2,0.00%,유명한 유명한 ,,
유명한데_Adjective,유명한데,Adjective,비비큐 After,2,0.00%,유명한데 유명한데 ,,
유명해_Adjective,유명해,Adjective,비비큐 After,2,0.00%,유명해 유명해 ,,
유민_Noun,유민,Noun,비비큐 After,1,0.00%,유민 ,,
유부_Noun,유부,Noun,비비큐 After,1,0.00%,유부 ,,
유빈_Noun,유빈,Noun,비비큐 After,1,0.00%,유빈 ,,
유뽀_Noun,유뽀,Noun,비비큐 After,2,0.00%,유뽀 유뽀 ,,
유서진_Noun,유서진,Noun,비비큐 After,1,0.00%,유서진 ,,
유설_Noun,유설,Noun,비비큐 After,1,0.00%,유설 ,,
유승윤_Noun,유승윤,Noun,비비큐 After,1,0.00%,유승윤 ,,
유심_Noun,유심,Noun,비비큐 After,2,0.00%,유심 유심 ,,
유예_Noun,유예,Noun,비비큐 After,4,0.00%,유예 유예 유예 유예 ,,
유월_Noun,유월,Noun,비비큐 After,1,0.00%,유월 ,,
유유_Noun,유유,Noun,비비큐 After,1,0.00%,유유 ,,
유융_Noun,유융,Noun,비비큐 After,1,0.00%,유융 ,,
유이_Noun,유이,Noun,비비큐 After,1,0.00%,유이 ,,
유익한_Adjective,유익한,Adjective,비비큐 After,2,0.00%,유익한 유익한 ,,
유일_Noun,유일,Noun,비비큐 After,2,0.00%,유일 유일 ,,
유일하게_Adjective,유일하게,Adjective,비비큐 After,4,0.00%,유일하게 유일하게 유일하게 유일하게 ,,
유일한_Adjective,유일한,Adjective,비비큐 After,4,0.00%,유일한 유일한 유일한 유일한 ,,
유일한거_Adjective,유일한거,Adjective,비비큐 After,2,0.00%,유일한거 유일한거 ,,
유입_Noun,유입,Noun,비비큐 After,2,0.00%,유입 유입 ,,
유재_Noun,유재,Noun,비비큐 After,2,0.00%,유재 유재 ,,
유재석_Noun,유재석,Noun,비비큐 After,15,0.01%,유재석 유재석 유재석 유재석 유재석 유재석 유재석 유재석 유재석 유재석 유재석 유재석 유재석 유재석 유재석 ,,
유정_Noun,유정,Noun,비비큐 After,3,0.00%,유정 유정 유정 ,,
유지_Noun,유지,Noun,비비큐 After,13,0.01%,유지 유지 유지 유지 유지 유지 유지 유지 유지 유지 유지 유지 유지 ,,
유지니_Noun,유지니,Noun,비비큐 After,1,0.00%,유지니 ,,
유진_Noun,유진,Noun,비비큐 After,2,0.00%,유진 유진 ,,
유철희_Noun,유철희,Noun,비비큐 After,1,0.00%,유철희 ,,
유치_Noun,유치,Noun,비비큐 After,2,0.00%,유치 유치 ,,
유치원_Noun,유치원,Noun,비비큐 After,2,0.00%,유치원 유치원 ,,
유쾌_Noun,유쾌,Noun,비비큐 After,4,0.00%,유쾌 유쾌 유쾌 유쾌 ,,
유쾌하_Noun,유쾌하,Noun,비비큐 After,2,0.00%,유쾌하 유쾌하 ,,
유쾌하게_Adjective,유쾌하게,Adjective,비비큐 After,8,0.00%,유쾌하게 유쾌하게 유쾌하게 유쾌하게 유쾌하게 유쾌하게 유쾌하게 유쾌하게 ,,
유쾌하시고_Adjective,유쾌하시고,Adjective,비비큐 After,8,0.00%,유쾌하시고 유쾌하시고 유쾌하시고 유쾌하시고 유쾌하시고 유쾌하시고 유쾌하시고 유쾌하시고 ,,
유쾌하시네_Adjective,유쾌하시네,Adjective,비비큐 After,2,0.00%,유쾌하시네 유쾌하시네 ,,
유쾌한_Adjective,유쾌한,Adjective,비비큐 After,12,0.01%,유쾌한 유쾌한 유쾌한 유쾌한 유쾌한 유쾌한 유쾌한 유쾌한 유쾌한 유쾌한 유쾌한 유쾌한 ,,
유쾌함_Adjective,유쾌함,Adjective,비비큐 After,6,0.00%,유쾌함 유쾌함 유쾌함 유쾌함 유쾌함 유쾌함 ,,
유쾌해_Adjective,유쾌해,Adjective,비비큐 After,2,0.00%,유쾌해 유쾌해 ,,
유턴_Noun,유턴,Noun,비비큐 After,1,0.00%,유턴 ,,
유투브_Noun,유투브,Noun,비비큐 After,27,0.02%,유투브 유투브 유투브 유투브 유투브 유투브 유투브 유투브 유투브 유투브 유투브 유투브 유투브 유투브 유투브 유투브 유투브 유투브 유투브 유투브 유투브 유투브 유투브 유투브 유투브 유투브 유투브 ,,
유툽_Noun,유툽,Noun,비비큐 After,4,0.00%,유툽 유툽 유툽 유툽 ,,
유튜_Noun,유튜,Noun,비비큐 After,4,0.00%,유튜 유튜 유튜 유튜 ,,
유튜버_Noun,유튜버,Noun,비비큐 After,10,0.01%,유튜버 유튜버 유튜버 유튜버 유튜버 유튜버 유튜버 유튜버 유튜버 유튜버 ,,
유튜버들_Noun,유튜버들,Noun,비비큐 After,3,0.00%,유튜버들 유튜버들 유튜버들 ,,
유튜브_Noun,유튜브,Noun,비비큐 After,132,0.08%,유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 유튜브 ,,
유튭_Noun,유튭,Noun,비비큐 After,18,0.01%,유튭 유튭 유튭 유튭 유튭 유튭 유튭 유튭 유튭 유튭 유튭 유튭 유튭 유튭 유튭 유튭 유튭 유튭 ,,
유하_Noun,유하,Noun,비비큐 After,2,0.00%,유하 유하 ,,
유하영_Noun,유하영,Noun,비비큐 After,1,0.00%,유하영 ,,
유학생_Noun,유학생,Noun,비비큐 After,1,0.00%,유학생 ,,
유한킴벌리_Noun,유한킴벌리,Noun,비비큐 After,2,0.00%,유한킴벌리 유한킴벌리 ,,
유행_Noun,유행,Noun,비비큐 After,2,0.00%,유행 유행 ,,
유현_Noun,유현,Noun,비비큐 After,2,0.00%,유현 유현 ,,
유형_Noun,유형,Noun,비비큐 After,1,0.00%,유형 ,,
유혹_Noun,유혹,Noun,비비큐 After,1,0.00%,유혹 ,,
육_Noun,육,Noun,비비큐 After,1,0.00%,육 ,,
육백만_Noun,육백만,Noun,비비큐 After,2,0.00%,육백만 육백만 ,,
육성_Noun,육성,Noun,비비큐 After,4,0.00%,육성 육성 육성 육성 ,,
육아_Noun,육아,Noun,비비큐 After,2,0.00%,육아 육아 ,,
육즙_Noun,육즙,Noun,비비큐 After,6,0.00%,육즙 육즙 육즙 육즙 육즙 육즙 ,,
육체_Noun,육체,Noun,비비큐 After,2,0.00%,육체 육체 ,,
윤_Noun,윤,Noun,비비큐 After,10,0.01%,윤 윤 윤 윤 윤 윤 윤 윤 윤 윤 ,,
윤경_Noun,윤경,Noun,비비큐 After,1,0.00%,윤경 ,,
윤모_Noun,윤모,Noun,비비큐 After,1,0.00%,윤모 ,,
윤민_Noun,윤민,Noun,비비큐 After,2,0.00%,윤민 윤민 ,,
윤서_Noun,윤서,Noun,비비큐 After,3,0.00%,윤서 윤서 윤서 ,,
윤선_Noun,윤선,Noun,비비큐 After,2,0.00%,윤선 윤선 ,,
윤설_Noun,윤설,Noun,비비큐 After,3,0.00%,윤설 윤설 윤설 ,,
윤성호_Noun,윤성호,Noun,비비큐 After,1,0.00%,윤성호 ,,
윤소영_Noun,윤소영,Noun,비비큐 After,1,0.00%,윤소영 ,,
윤솔_Noun,윤솔,Noun,비비큐 After,1,0.00%,윤솔 ,,
윤숙자_Noun,윤숙자,Noun,비비큐 After,1,0.00%,윤숙자 ,,
윤슬_Noun,윤슬,Noun,비비큐 After,1,0.00%,윤슬 ,,
윤씬데_Noun,윤씬데,Noun,비비큐 After,2,0.00%,윤씬데 윤씬데 ,,
윤아_Noun,윤아,Noun,비비큐 After,1,0.00%,윤아 ,,
윤어흥_Noun,윤어흥,Noun,비비큐 After,1,0.00%,윤어흥 ,,
윤정_Noun,윤정,Noun,비비큐 After,2,0.00%,윤정 윤정 ,,
윤정민_Noun,윤정민,Noun,비비큐 After,1,0.00%,윤정민 ,,
윤정환_Noun,윤정환,Noun,비비큐 After,1,0.00%,윤정환 ,,
윤종관_Noun,윤종관,Noun,비비큐 After,1,0.00%,윤종관 ,,
윤준_Noun,윤준,Noun,비비큐 After,1,0.00%,윤준 ,,
윤지_Noun,윤지,Noun,비비큐 After,4,0.00%,윤지 윤지 윤지 윤지 ,,
윤진_Noun,윤진,Noun,비비큐 After,1,0.00%,윤진 ,,
윤창_Noun,윤창,Noun,비비큐 After,1,0.00%,윤창 ,,
윤호_Noun,윤호,Noun,비비큐 After,1,0.00%,윤호 ,,
윤홍_Noun,윤홍,Noun,비비큐 After,8,0.00%,윤홍 윤홍 윤홍 윤홍 윤홍 윤홍 윤홍 윤홍 ,,
윤홍근_Noun,윤홍근,Noun,비비큐 After,18,0.01%,윤홍근 윤홍근 윤홍근 윤홍근 윤홍근 윤홍근 윤홍근 윤홍근 윤홍근 윤홍근 윤홍근 윤홍근 윤홍근 윤홍근 윤홍근 윤홍근 윤홍근 윤홍근 ,,
윤회_Noun,윤회,Noun,비비큐 After,30,0.02%,윤회 윤회 윤회 윤회 윤회 윤회 윤회 윤회 윤회 윤회 윤회 윤회 윤회 윤회 윤회 윤회 윤회 윤회 윤회 윤회 윤회 윤회 윤회 윤회 윤회 윤회 윤회 윤회 윤회 윤회 ,,
윤희_Noun,윤희,Noun,비비큐 After,1,0.00%,윤희 ,,
율_Noun,율,Noun,비비큐 After,6,0.00%,율 율 율 율 율 율 ,,
윱_Noun,윱,Noun,비비큐 After,3,0.00%,윱 윱 윱 ,,
윳_Noun,윳,Noun,비비큐 After,1,0.00%,윳 ,,
융융_Noun,융융,Noun,비비큐 After,2,0.00%,융융 융융 ,,
윸_Noun,윸,Noun,비비큐 After,2,0.00%,윸 윸 ,,
으_Adverb,으,Adverb,비비큐 After,35,0.02%,으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 ,,
으로_Foreign,으로,Foreign,비비큐 After,10,0.01%,으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 ,,
으로_Josa,으로,Josa,비비큐 After,559,0.33%,으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 으로 ,,
으로나_Josa,으로나,Josa,비비큐 After,2,0.00%,으로나 으로나 ,,
으로는_Josa,으로는,Josa,비비큐 After,10,0.01%,으로는 으로는 으로는 으로는 으로는 으로는 으로는 으로는 으로는 으로는 ,,
으로도_Josa,으로도,Josa,비비큐 After,56,0.03%,으로도 으로도 으로도 으로도 으로도 으로도 으로도 으로도 으로도 으로도 으로도 으로도 으로도 으로도 으로도 으로도 으로도 으로도 으로도 으로도 으로도 으로도 으로도 으로도 으로도 으로도 으로도 으로도 으로도 으로도 으로도 으로도 으로도 으로도 으로도 으로도 으로도 으로도 으로도 으로도 으로도 으로도 으로도 으로도 으로도 으로도 으로도 으로도 으로도 으로도 으로도 으로도 으로도 으로도 으로도 으로도 ,,
으로라도_Josa,으로라도,Josa,비비큐 After,2,0.00%,으로라도 으로라도 ,,
으로만_Josa,으로만,Josa,비비큐 After,3,0.00%,으로만 으로만 으로만 ,,
으로부터_Josa,으로부터,Josa,비비큐 After,2,0.00%,으로부터 으로부터 ,,
으로서_Josa,으로서,Josa,비비큐 After,6,0.00%,으로서 으로서 으로서 으로서 으로서 으로서 ,,
으로써_Josa,으로써,Josa,비비큐 After,2,0.00%,으로써 으로써 ,,
으론_Josa,으론,Josa,비비큐 After,6,0.00%,으론 으론 으론 으론 으론 으론 ,,
으아아_Exclamation,으아아,Exclamation,비비큐 After,2,0.00%,으아아 으아아 ,,
으악_Adverb,으악,Adverb,비비큐 After,1,0.00%,으악 ,,
으앙_Adverb,으앙,Adverb,비비큐 After,2,0.00%,으앙 으앙 ,,
으앜_Noun,으앜,Noun,비비큐 After,2,0.00%,으앜 으앜 ,,
으어어_Exclamation,으어어,Exclamation,비비큐 After,1,0.00%,으어어 ,,
으으_Exclamation,으으,Exclamation,비비큐 After,3,0.00%,으으 으으 으으 ,,
으잉_Noun,으잉,Noun,비비큐 After,2,0.00%,으잉 으잉 ,,
윽시_Noun,윽시,Noun,비비큐 After,2,0.00%,윽시 윽시 ,,
윾튜버_Noun,윾튜버,Noun,비비큐 After,1,0.00%,윾튜버 ,,
은_Foreign,은,Foreign,비비큐 After,16,0.01%,은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 ,,
은_Josa,은,Josa,비비큐 After,755,0.45%,은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 ,,
은_Noun,은,Noun,비비큐 After,31,0.02%,은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 은 ,,
은근_Noun,은근,Noun,비비큐 After,12,0.01%,은근 은근 은근 은근 은근 은근 은근 은근 은근 은근 은근 은근 ,,
은별_Noun,은별,Noun,비비큐 After,1,0.00%,은별 ,,
은부_Noun,은부,Noun,비비큐 After,1,0.00%,은부 ,,
은빈_Noun,은빈,Noun,비비큐 After,2,0.00%,은빈 은빈 ,,
은성_Noun,은성,Noun,비비큐 After,1,0.00%,은성 ,,
은숙_Noun,은숙,Noun,비비큐 After,1,0.00%,은숙 ,,
은재_Noun,은재,Noun,비비큐 After,1,0.00%,은재 ,,
은지_Noun,은지,Noun,비비큐 After,1,0.00%,은지 ,,
은찬_Noun,은찬,Noun,비비큐 After,1,0.00%,은찬 ,,
은평_Noun,은평,Noun,비비큐 After,2,0.00%,은평 은평 ,,
은하수_Noun,은하수,Noun,비비큐 After,2,0.00%,은하수 은하수 ,,
은행_Noun,은행,Noun,비비큐 After,3,0.00%,은행 은행 은행 ,,
은혜_Noun,은혜,Noun,비비큐 After,2,0.00%,은혜 은혜 ,,
은희_Noun,은희,Noun,비비큐 After,1,0.00%,은희 ,,
을_Foreign,을,Foreign,비비큐 After,20,0.01%,을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 ,,
을_Josa,을,Josa,비비큐 After,689,0.41%,을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 을 ,,
을_Noun,을,Noun,비비큐 After,2,0.00%,을 을 ,,
을넘은_Foreign,을넘은,Foreign,비비큐 After,2,0.00%,을넘은 을넘은 ,,
음_Noun,음,Noun,비비큐 After,27,0.02%,음 음 음 음 음 음 음 음 음 음 음 음 음 음 음 음 음 음 음 음 음 음 음 음 음 음 음 ,,
음료_Noun,음료,Noun,비비큐 After,6,0.00%,음료 음료 음료 음료 음료 음료 ,,
음소거_Noun,음소거,Noun,비비큐 After,2,0.00%,음소거 음소거 ,,
음식_Noun,음식,Noun,비비큐 After,20,0.01%,음식 음식 음식 음식 음식 음식 음식 음식 음식 음식 음식 음식 음식 음식 음식 음식 음식 음식 음식 음식 ,,
음악_Noun,음악,Noun,비비큐 After,6,0.00%,음악 음악 음악 음악 음악 음악 ,,
음청_Noun,음청,Noun,비비큐 After,2,0.00%,음청 음청 ,,
음치_Noun,음치,Noun,비비큐 After,1,0.00%,음치 ,,
음파_Noun,음파,Noun,비비큐 After,2,0.00%,음파 음파 ,,
읍_Noun,읍,Noun,비비큐 After,4,0.00%,읍 읍 읍 읍 ,,
읍니_Noun,읍니,Noun,비비큐 After,4,0.00%,읍니 읍니 읍니 읍니 ,,
읎_Noun,읎,Noun,비비큐 After,2,0.00%,읎 읎 ,,
응_Noun,응,Noun,비비큐 After,16,0.01%,응 응 응 응 응 응 응 응 응 응 응 응 응 응 응 응 ,,
응답_Noun,응답,Noun,비비큐 After,2,0.00%,응답 응답 ,,
응떡_Noun,응떡,Noun,비비큐 After,2,0.00%,응떡 응떡 ,,
응원_Noun,응원,Noun,비비큐 After,63,0.04%,응원 응원 응원 응원 응원 응원 응원 응원 응원 응원 응원 응원 응원 응원 응원 응원 응원 응원 응원 응원 응원 응원 응원 응원 응원 응원 응원 응원 응원 응원 응원 응원 응원 응원 응원 응원 응원 응원 응원 응원 응원 응원 응원 응원 응원 응원 응원 응원 응원 응원 응원 응원 응원 응원 응원 응원 응원 응원 응원 응원 응원 응원 응원 ,,
응응_Adverb,응응,Adverb,비비큐 After,1,0.00%,응응 ,,
응팔_Noun,응팔,Noun,비비큐 After,2,0.00%,응팔 응팔 ,,
읔_Exclamation,읔,Exclamation,비비큐 After,2,0.00%,읔 읔 ,,
